#name	x1	y1	z1	x2	y2	z2	x3	y3	z3	Width	Height	Weight	Range	Point1_x	Point1_y	Point2_x	Point2_y	Point3_x	Point3_y	Point4_x	Point4_y	Point5_x	Point5_y	Point6_x	Point6_y	Point7_x	Point7_y	Point8_x	Point8_y	Point9_x	Point9_y
테스트2	0	0	0	65	0	0	30	135	0	70	140	10	0.5	0	0	35	0	70	0	0	70	35	70	70	70	0	140	35	140	70	140
