#name	x1	y1	z1	x2	y2	z2	x3	y3	z3	Width	Height	Weight	Range	Point1_x	Point1_y	Point2_x	Point2_y	Point3_x	Point3_y	Point4_x	Point4_y	Point5_x	Point5_y	Point6_x	Point6_y	Point7_x	Point7_y	Point8_x	Point8_y	Point9_x	Point9_y
jkljl222	0	0	0	83	0	0	39	995	0	88	1000	100	0.5	0	0	44	0	88	0	0	500	44	500	88	500	0	1000	44	1000	88	1000
