#name	x1	y1	z1	x2	y2	z2	x3	y3	z3	Width	Height	Weight	Range	Point1_x	Point1_y	Point2_x	Point2_y	Point3_x	Point3_y	Point4_x	Point4_y	Point5_x	Point5_y	Point6_x	Point6_y	Point7_x	Point7_y	Point8_x	Point8_y	Point9_x	Point9_y
jkljl	0	0	0	75	0	0	35	95	0	80	100	10	0.5	0	0	40	0	80	0	0	50	40	50	80	50	0	100	40	100	80	100
